Name,Count_doggos,Count_babies,Per_100k_doggos,Per_100k_babies
JUSTIN,11,2046,55.603295758984984,604.3741802842862
KADEN,1,179,5.0548450689986355,52.87535594862524
KAI,22,416,111.20659151796997,122.88350879680503
KAIA,7,23,35.383915482990446,6.794040149823355
KAILEY,2,79,10.109690137997271,23.33605094939326
KALEB,2,166,10.109690137997271,49.035246298725085
KALI,14,49,70.76783096598089,14.47425944962367
KAREEM,2,73,10.109690137997271,21.563692649439343
KAREN,2,221,10.109690137997271,65.28186404830267
KATE,9,222,45.493605620987715,65.577257098295
KATHERINE,1,684,5.0548450689986355,202.04884619474672
KATIE,32,149,161.75504220795634,44.01356444885565
KAYA,14,10,70.76783096598089,2.9539304999231977
KAYDEN,2,648,10.109690137997271,191.4146963950232
KAYLA,15,968,75.82267603497952,285.94047239256554
KAYLEE,11,799,55.603295758984984,236.01904694386351
KAYLEEN,2,62,10.109690137997271,18.314369099523827
KAYLEIGH,1,10,5.0548450689986355,2.9539304999231977
KEILY,1,48,5.0548450689986355,14.17886639963135
KEIRA,3,122,15.164535206995906,36.03795209906301
KEITH,3,22,15.164535206995906,6.498647099831035
KELLY,11,231,55.603295758984984,68.23579454822587
KELSEY,2,90,10.109690137997271,26.58537449930878
KELVIN,2,84,10.109690137997271,24.813016199354863
KENNEDY,8,159,40.438760551989084,46.96749494877884
KENNETH,1,256,5.0548450689986355,75.62062079803387
KENNY,11,101,55.603295758984984,29.834698049224297
KEVIN,16,1559,80.87752110397817,460.5177649380265
KEYLA,1,97,5.0548450689986355,28.65312584925502
KHALEESI,16,12,80.87752110397817,3.5447165999078374
KHLOE,40,566,202.1938027599454,167.192466295653
KIARA,6,283,30.32907041399181,83.5962331478265
KIERA,2,13,10.109690137997271,3.8401096499001572
KIMBERLY,1,532,5.0548450689986355,157.14910259591412
KIMI,4,68,20.219380275994542,20.086727399477745
KIMORA,1,108,5.0548450689986355,31.902449399170536
KING,151,405,763.2816054187939,119.63418524688952
KINGSLEY,7,142,35.383915482990446,41.94581309890941
KINGSTON,13,40,65.71298589698226,11.81572199969279
KIRA,15,107,75.82267603497952,31.607056349178215
KORI,1,10,5.0548450689986355,2.9539304999231977
KOURTNEY,1,12,5.0548450689986355,3.5447165999078374
KRISTINA,1,10,5.0548450689986355,2.9539304999231977
KRYSTAL,2,13,10.109690137997271,3.8401096499001572
KYLA,1,66,5.0548450689986355,19.495941299493104
KYLE,7,664,35.383915482990446,196.14098519490034
KYLIE,7,555,35.383915482990446,163.94314274573748
KYRIE,2,150,10.109690137997271,44.30895749884797
LAILA,15,457,75.82267603497952,134.99462384649013
LANA,19,55,96.04205631097408,16.246617749577588
LANDON,3,235,15.164535206995906,69.41736674819515
LARA,6,97,30.32907041399181,28.65312584925502
LARRY,13,10,65.71298589698226,2.9539304999231977
LAURA,5,171,25.274225344993177,50.51221154868668
LAWRENCE,2,103,10.109690137997271,30.425484149208938
LAYLA,79,804,399.3327604508922,237.4960121938251
LAZER,2,125,10.109690137997271,36.924131249039974
LEA,6,152,30.32907041399181,44.89974359883261
LEAH,16,2217,80.87752110397817,654.886391832973
LEELA,11,44,55.603295758984984,12.99729419966207
LEGEND,3,28,15.164535206995906,8.271005399784954
LEIA,39,24,197.13895769094677,7.089433199815675
LEILA,17,309,85.9323661729768,91.27645244762681
LEILANI,2,253,10.109690137997271,74.7344416480569
LENA,8,153,40.438760551989084,45.19513664882493
LENNY,19,55,96.04205631097408,16.246617749577588
LEO,230,1069,1162.614365869686,315.77517044178984
LEON,10,329,50.54845068998635,97.1843134474732
LEONA,2,12,10.109690137997271,3.5447165999078374
LEONARD,2,25,10.109690137997271,7.384826249807994
LEONARDO,14,565,70.76783096598089,166.89707324566066
LEONIDAS,5,45,25.274225344993177,13.29268724965439
LESLIE,2,247,10.109690137997271,72.96208334810298
LEVI,22,482,111.20659151796997,142.37945009629814
LEYLA,6,71,30.32907041399181,20.972906549454706
LIA,8,282,40.438760551989084,83.30084009783418
LIAM,7,3226,35.383915482990446,952.9379792752236
LIBA,1,111,5.0548450689986355,32.7886285491475
LIBBY,16,167,80.87752110397817,49.330639348717405
LILA,32,246,161.75504220795634,72.66669029811067
LILAH,6,59,30.32907041399181,17.428189949546866
LILIAN,1,10,5.0548450689986355,2.9539304999231977
LILLIAN,1,361,5.0548450689986355,106.63689104722744
LILLY,90,83,454.93605620987717,24.517623149362542
LILY,172,782,869.4333518677653,230.99736509399406
LINA,2,86,10.109690137997271,25.4038022993395
LINCOLN,19,64,96.04205631097408,18.905155199508467
LINDA,20,37,101.0969013799727,10.929542849715832
LINDSAY,1,37,5.0548450689986355,10.929542849715832
LIONEL,2,10,10.109690137997271,2.9539304999231977
LIPA,1,180,5.0548450689986355,53.17074899861756
LISA,6,21,30.32907041399181,6.203254049838716
LIV,2,77,10.109690137997271,22.745264849408624
LIVIA,3,89,15.164535206995906,26.28998144931646
LIZ,4,10,20.219380275994542,2.9539304999231977
LOGAN,52,1484,262.85194358792904,438.36328618860256
LOLA,398,152,2011.8283374614568,44.89974359883261
LONDON,23,593,116.26143658696861,175.16807864544563
LORENZO,9,257,45.493605620987715,75.91601384802618
LOUIS,42,320,212.30349289794268,94.52577599754233
LOUISA,1,72,5.0548450689986355,21.268299599447023
LOUISE,17,43,85.9323661729768,12.70190114966975
LUCA,38,623,192.08411262194815,184.02987014521523
LUCAS,29,2631,146.59050700096043,777.1791145297933
LUCIA,11,283,55.603295758984984,83.5962331478265
LUCIAN,2,12,10.109690137997271,3.5447165999078374
LUCILLE,15,14,75.82267603497952,4.135502699892477
LUCY,375,326,1895.5669008744883,96.29813429749625
LUIS,2,642,10.109690137997271,189.6423380950693
LUKA,13,134,65.71298589698226,39.58266869897085
LUKAS,5,211,25.274225344993177,62.32793354837948
LUKE,57,874,288.1261689329222,258.1735256932875
LUNA,408,353,2062.376788151443,104.27374664728889
LUZ,2,68,10.109690137997271,20.086727399477745
LYDIA,3,95,15.164535206995906,28.06233974927038
LYLA,15,119,75.82267603497952,35.15177294908605
LYRIC,1,94,5.0548450689986355,27.76694669927806
MACKENZIE,4,273,20.219380275994542,80.6423026479033
MADDOX,2,10,10.109690137997271,2.9539304999231977
MADELINE,7,438,35.383915482990446,129.38215589663605
MADISON,58,2083,293.18101400192086,615.3037231340021
MAE,4,47,20.219380275994542,13.88347334963903
MAGGIE,143,73,722.8428448668049,21.563692649439343
MAIA,9,98,45.493605620987715,28.94851889924734
MAISIE,24,24,121.31628165596725,7.089433199815675
MAISON,1,52,5.0548450689986355,15.360438599600629
MAJOR,17,61,85.9323661729768,18.018976049531506
MALACHI,3,312,15.164535206995906,92.16263159760378
MALCOLM,5,24,25.274225344993177,7.089433199815675
MALIA,1,165,5.0548450689986355,48.739853248732764
MALKA,1,445,5.0548450689986355,131.4499072465823
MANDY,14,38,70.76783096598089,11.224935899708152
MANUEL,1,178,5.0548450689986355,52.57996289863292
MARCEL,12,21,60.65814082798362,6.203254049838716
MARCELO,1,12,5.0548450689986355,3.5447165999078374
MARCO,17,248,85.9323661729768,73.2574763980953
MARCOS,2,124,10.109690137997271,36.62873819904765
MARCUS,11,488,55.603295758984984,144.15180839625205
MARGARET,1,180,5.0548450689986355,53.17074899861756
MARGAUX,2,36,10.109690137997271,10.634149799723511
MARGOT,10,87,50.54845068998635,25.69919534933182
MARIA,4,604,20.219380275994542,178.41740219536115
MARIAH,1,248,5.0548450689986355,73.2574763980953
MARILYN,2,54,10.109690137997271,15.951224699585268
MARINA,3,10,15.164535206995906,2.9539304999231977
MARIO,8,106,40.438760551989084,31.3116632991859
MARJORIE,2,41,10.109690137997271,12.111115049685111
MARK,4,434,20.219380275994542,128.2005836966668
MARLEY,70,24,353.8391548299045,7.089433199815675
MARLON,6,54,30.32907041399181,15.951224699585268
MARLOWE,7,20,35.383915482990446,5.907860999846395
MARQUIS,1,10,5.0548450689986355,2.9539304999231977
MARTIN,10,280,50.54845068998635,82.71005399784954
MARVIN,15,50,75.82267603497952,14.769652499615988
MARY,13,135,65.71298589698226,39.87806174896317
MASON,51,2499,257.7970985189304,738.1872319308071
MASSIMO,7,12,35.383915482990446,3.5447165999078374
MATEO,4,597,20.219380275994542,176.3496508454149
MATHIAS,1,86,5.0548450689986355,25.4038022993395
MATIAS,1,146,5.0548450689986355,43.127385298878686
MATILDA,29,102,146.59050700096043,30.130091099216617
MATTEO,2,291,10.109690137997271,85.95937754776506
MATTHEW,7,3327,35.383915482990446,982.772677324448
MAURICE,5,29,25.274225344993177,8.566398449777274
MAX,539,952,2724.5614921902643,281.2141835926884
MAXIMILIAN,4,202,20.219380275994542,59.669396098448594
MAXIMO,6,22,30.32907041399181,6.498647099831035
MAXIMUS,70,228,353.8391548299045,67.34961539824891
MAXWELL,39,486,197.13895769094677,143.56102229626742
MAYA,78,1262,394.27791538189354,372.7860290903076
MCKENZIE,2,154,10.109690137997271,45.49052969881725
MEERA,2,12,10.109690137997271,3.5447165999078374
MEGAN,3,154,15.164535206995906,45.49052969881725
MELANIE,3,737,15.164535206995906,217.70467784433967
MELINA,1,58,5.0548450689986355,17.13279689955455
MELISSA,2,254,10.109690137997271,75.02983469804923
MELODY,6,290,30.32907041399181,85.66398449777273
MELVIN,1,55,5.0548450689986355,16.246617749577588
MESSIAH,1,313,5.0548450689986355,92.45802464759609
MIA,199,2804,1005.9141687307284,828.2821121784647
MIAH,1,41,5.0548450689986355,12.111115049685111
MICAH,1,288,5.0548450689986355,85.07319839778809
MICHAEL,15,3279,75.82267603497952,968.5938109248166
MICHELLE,1,724,5.0548450689986355,213.86456819443953
MIGUEL,1,444,5.0548450689986355,131.15451419659
MIKA,30,11,151.64535206995905,3.2493235499155175
MIKE,6,68,30.32907041399181,20.086727399477745
MILA,42,651,212.30349289794268,192.30087554500017
MILAGROS,3,10,15.164535206995906,2.9539304999231977
MILAN,7,265,35.383915482990446,78.27915824796474
MILANA,1,82,5.0548450689986355,24.222230099370222
MILES,30,523,151.64535206995905,154.49056514598325
MILEY,12,47,60.65814082798362,13.88347334963903
MILO,251,143,1268.7661123186574,42.24120614890173
MINA,11,51,55.603295758984984,15.065045549608309
MINDY,8,142,40.438760551989084,41.94581309890941
MIRA,1,85,5.0548450689986355,25.108409249347183
MIRACLE,11,90,55.603295758984984,26.58537449930878
MIRANDA,7,142,35.383915482990446,41.94581309890941
MIRIAM,1,952,5.0548450689986355,281.2141835926884
MOLLY,208,227,1051.4077743517162,67.05422234825659
MONICA,2,12,10.109690137997271,3.5447165999078374
MORGAN,20,277,101.0969013799727,81.82387484787257
MORRIS,3,72,15.164535206995906,21.268299599447023
MOSES,5,171,25.274225344993177,50.51221154868668
MOTTY,2,11,10.109690137997271,3.2493235499155175
MUSA,1,67,5.0548450689986355,19.791334349485425
MUSHKA,1,24,5.0548450689986355,7.089433199815675
MYA,13,309,65.71298589698226,91.27645244762681
MYLES,7,119,35.383915482990446,35.15177294908605
NADIA,4,93,20.219380275994542,27.471553649285738
NAHLA,3,38,15.164535206995906,11.224935899708152
NALA,110,26,556.0329575898498,7.6802192998003145
NALANI,2,11,10.109690137997271,3.2493235499155175
NANA,12,20,60.65814082798362,5.907860999846395
NANCY,5,10,25.274225344993177,2.9539304999231977
NAOMI,9,681,45.493605620987715,201.16266704476976
NATALIE,7,617,35.383915482990446,182.2575118452613
NATASHA,8,65,40.438760551989084,19.200548249500784
NATHAN,5,1447,25.274225344993177,427.4337433388867
NEIL,2,33,10.109690137997271,9.747970649746552
NELSON,10,130,50.54845068998635,38.40109649900157
NIA,7,209,35.383915482990446,61.737147448394836
NICHOLAS,7,1834,35.383915482990446,541.7508536859144
NICO,44,79,222.41318303593994,23.33605094939326
NICOLAS,1,514,5.0548450689986355,151.83202769605236
NICOLE,3,785,15.164535206995906,231.88354424397102
NIGEL,10,10,50.54845068998635,2.9539304999231977
NIKITA,7,22,35.383915482990446,6.498647099831035
NIKOLAI,1,11,5.0548450689986355,3.2493235499155175
NIKOLAS,1,30,5.0548450689986355,8.861791499769593
NINA,53,379,267.9067886569277,111.9539659470892
NOAH,31,3231,156.7001971389577,954.4149445251852
NOEL,8,207,40.438760551989084,61.146361348410196
NOELLE,4,26,20.219380275994542,7.6802192998003145
NOLAN,1,215,5.0548450689986355,63.50950574834875
NORA,13,288,65.71298589698226,85.07319839778809
NOVA,37,60,187.0292675529495,17.723582999539186
NYAH,2,10,10.109690137997271,2.9539304999231977
NYLA,13,289,65.71298589698226,85.36859144778042
OLIVE,111,88,561.0878026588485,25.99458839932414
OLIVER,202,1253,1021.0787039377243,370.12749164037666
OLIVIA,50,3083,252.74225344993175,910.6967731263219
OMAR,7,550,35.383915482990446,162.46617749577587
OREN,1,11,5.0548450689986355,3.2493235499155175
ORI,1,11,5.0548450689986355,3.2493235499155175
ORION,6,10,30.32907041399181,2.9539304999231977
ORLANDO,1,10,5.0548450689986355,2.9539304999231977
OSCAR,136,576,687.4589293838144,170.14639679557618
OTIS,84,10,424.60698579588535,2.9539304999231977
OTTO,56,41,283.07132386392357,12.111115049685111
OWEN,12,825,60.65814082798362,243.69926624366383
PABLO,32,116,161.75504220795634,34.2655937991091
PAIGE,5,295,25.274225344993177,87.14094974773434
PAMELA,1,13,5.0548450689986355,3.8401096499001572
PAOLA,1,23,5.0548450689986355,6.794040149823355
PARIS,43,196,217.35833796694132,57.89703779849468
PARKER,55,189,278.0164787949249,55.82928644854844
PATRICK,16,346,80.87752110397817,102.20599529734264
PAUL,4,258,20.219380275994542,76.21140689801851
PAYTON,2,17,10.109690137997271,5.021681849869436
PEARL,21,172,106.15174644897134,50.807604598679
PEDRO,8,122,40.438760551989084,36.03795209906301
PENELOPE,76,681,384.1682252438963,201.16266704476976
PERLA,13,49,65.71298589698226,14.47425944962367
PERRY,14,43,70.76783096598089,12.70190114966975
PETER,14,407,70.76783096598089,120.22497134687416
PEYTON,13,402,65.71298589698226,118.74800609691255
PHILIP,1,139,5.0548450689986355,41.05963394893245
PHOEBE,60,234,303.2907041399181,69.12197369820282
PHOENIX,11,49,55.603295758984984,14.47425944962367
PIERCE,1,28,5.0548450689986355,8.271005399784954
PIPER,73,65,369.00369003690037,19.200548249500784
POPPY,32,45,161.75504220795634,13.29268724965439
PRECIOUS,34,10,171.8647323459536,2.9539304999231977
PRESTON,5,221,25.274225344993177,65.28186404830267
PRINCE,184,326,930.0914926957489,96.29813429749625
PRINCESS,243,49,1228.3273517666682,14.47425944962367
PRINCETON,8,39,40.438760551989084,11.520328949700472
PRISCILLA,10,30,50.54845068998635,8.861791499769593
QUEENIE,13,103,65.71298589698226,30.425484149208938
QUINCY,24,35,121.31628165596725,10.338756749731193
QUINN,31,222,156.7001971389577,65.577257098295
RACHEL,3,1423,15.164535206995906,420.34431013907107
RAFAEL,2,337,10.109690137997271,99.54745784741176
RAINA,3,44,15.164535206995906,12.99729419966207
RANDY,6,167,30.32907041399181,49.330639348717405
RAUL,1,37,5.0548450689986355,10.929542849715832
RAYMOND,3,344,15.164535206995906,101.615209197358
REAGAN,6,51,30.32907041399181,15.065045549608309
REBECCA,2,424,10.109690137997271,125.2466531967436
REED,2,32,10.109690137997271,9.452577599754234
REESE,12,116,60.65814082798362,34.2655937991091
REID,1,91,5.0548450689986355,26.8807675493011
REIGN,2,11,10.109690137997271,3.2493235499155175
RENA,1,11,5.0548450689986355,3.2493235499155175
REUBEN,7,11,35.383915482990446,3.2493235499155175
RHYS,3,32,15.164535206995906,9.452577599754234
RICHARD,4,570,20.219380275994542,168.37403849562227
RICKY,24,62,121.31628165596725,18.314369099523827
RIHANNA,1,48,5.0548450689986355,14.17886639963135
RILEY,168,787,849.2139715917707,232.47433034395567
RIVA,1,10,5.0548450689986355,2.9539304999231977
RIVER,18,13,90.98721124197543,3.8401096499001572
ROBERT,3,767,15.164535206995906,226.56646934410927
ROCCO,96,112,485.265126623869,33.08402159913982
RODNEY,3,10,15.164535206995906,2.9539304999231977
ROGER,14,11,70.76783096598089,3.2493235499155175
ROMAN,15,221,75.82267603497952,65.28186404830267
ROMEO,87,66,439.7715210028813,19.495941299493104
ROMY,6,10,30.32907041399181,2.9539304999231977
RONALD,2,27,10.109690137997271,7.975612349792634
RONALDO,1,10,5.0548450689986355,2.9539304999231977
RONAN,2,75,10.109690137997271,22.154478749423983
RORY,19,47,96.04205631097408,13.88347334963903
ROSA,12,63,60.65814082798362,18.609762149516147
ROSE,34,362,171.8647323459536,106.93228409721976
ROSEMARY,3,11,15.164535206995906,3.2493235499155175
ROSIE,184,10,930.0914926957489,2.9539304999231977
ROWAN,9,102,45.493605620987715,30.130091099216617
ROY,6,80,30.32907041399181,23.63144399938558
ROYAL,9,41,45.493605620987715,12.111115049685111
ROYCE,4,11,20.219380275994542,3.2493235499155175
RUBY,167,377,844.1591265227721,111.36317984710456
RUSSELL,11,11,55.603295758984984,3.2493235499155175
RUTH,5,103,25.274225344993177,30.425484149208938
RYAN,8,2825,40.438760551989084,834.4853662283034
RYDER,24,119,121.31628165596725,35.15177294908605
RYLEE,4,11,20.219380275994542,3.2493235499155175
SABINA,1,38,5.0548450689986355,11.224935899708152
SABRINA,8,346,40.438760551989084,102.20599529734264
SADE,2,16,10.109690137997271,4.726288799877117
SADIE,144,265,727.8976899358034,78.27915824796474
SAFA,1,11,5.0548450689986355,3.2493235499155175
SAGE,20,35,101.0969013799727,10.338756749731193
SAIGE,1,21,5.0548450689986355,6.203254049838716
SALMA,1,84,5.0548450689986355,24.813016199354863
SALOME,2,21,10.109690137997271,6.203254049838716
SALVATORE,3,152,15.164535206995906,44.89974359883261
SAM,62,202,313.4003942779154,59.669396098448594
SAMANTHA,29,1141,146.59050700096043,337.04347004123684
SAMARA,3,104,15.164535206995906,30.720877199201258
SAMI,4,22,20.219380275994542,6.498647099831035
SAMIRA,1,48,5.0548450689986355,14.17886639963135
SAMUEL,8,1982,40.438760551989084,585.4690250847779
SANDRA,1,10,5.0548450689986355,2.9539304999231977
SANTIAGO,1,308,5.0548450689986355,90.9810593976345
SANTINO,6,50,30.32907041399181,14.769652499615988
SARA,10,1036,50.54845068998635,306.0271997920433
SARAH,14,1892,70.76783096598089,558.883650585469
SARAI,1,242,5.0548450689986355,71.48511809814138
SASHA,126,178,636.910478693828,52.57996289863292
SAUL,2,53,10.109690137997271,15.65583164959295
SAVANNAH,21,687,106.15174644897134,202.9350253447237
SAVION,1,10,5.0548450689986355,2.9539304999231977
SAWYER,11,60,55.603295758984984,17.723582999539186
SCARLET,18,96,90.98721124197543,28.3577327992627
SCARLETT,30,795,151.64535206995905,234.83747474389423
SEAN,1,511,5.0548450689986355,150.9458485460754
SEBASTIAN,24,2069,121.31628165596725,611.1682204341096
SELENA,5,157,25.274225344993177,46.37670884879421
SERENA,6,173,30.32907041399181,51.10299764867132
SERENITY,3,527,15.164535206995906,155.67213734595254
SERGIO,2,84,10.109690137997271,24.813016199354863
SETH,2,48,10.109690137997271,14.17886639963135
SHAINA,1,97,5.0548450689986355,28.65312584925502
SHALOM,2,77,10.109690137997271,22.745264849408624
SHANE,13,165,65.71298589698226,48.739853248732764
SHAYA,1,191,5.0548450689986355,56.42007254853308
SHAYLA,2,21,10.109690137997271,6.203254049838716
SHAYNA,4,12,20.219380275994542,3.5447165999078374
SHEA,42,85,212.30349289794268,25.108409249347183
SHERRY,3,13,15.164535206995906,3.8401096499001572
SHIA,3,178,15.164535206995906,52.57996289863292
SHILOH,19,35,96.04205631097408,10.338756749731193
SHIRLEY,10,150,50.54845068998635,44.30895749884797
SHLOMO,1,371,5.0548450689986355,109.59082154715064
SHOSHANA,3,110,15.164535206995906,32.493235499155176
SIDNEY,6,10,30.32907041399181,2.9539304999231977
SIENA,6,97,30.32907041399181,28.65312584925502
SIENNA,8,370,40.438760551989084,109.29542849715831
SILAS,5,71,25.274225344993177,20.972906549454706
SIMA,1,91,5.0548450689986355,26.8807675493011
SIMON,39,344,197.13895769094677,101.615209197358
SIMONE,5,107,25.274225344993177,31.607056349178215
SINCERE,1,102,5.0548450689986355,30.130091099216617
SKY,50,10,252.74225344993175,2.9539304999231977
SKYE,33,70,166.80988727695495,20.677513499462385
SKYLA,5,215,25.274225344993177,63.50950574834875
SKYLAH,2,62,10.109690137997271,18.314369099523827
SKYLAR,18,595,90.98721124197543,175.75886474543026
SKYLER,9,80,45.493605620987715,23.63144399938558
SLOANE,2,158,10.109690137997271,46.67210189878652
SOFIA,26,1919,131.42597179396452,566.8592629352617
SOLOMON,3,267,15.164535206995906,78.86994434794939
SONIA,2,20,10.109690137997271,5.907860999846395
SOPHIA,47,3431,237.57771824293584,1013.4935545236492
SOPHIE,155,710,783.5009856947885,209.72906549454706
SPENCER,25,120,126.37112672496588,35.44716599907837
STACEY,1,11,5.0548450689986355,3.2493235499155175
STACY,1,48,5.0548450689986355,14.17886639963135
STANLEY,45,104,227.46802810493858,30.720877199201258
STELLA,193,612,975.5850983167365,180.7805465952997
STEPHANIE,1,378,5.0548450689986355,111.65857289709687
STEPHEN,1,144,5.0548450689986355,42.536599198894045
STEVE,6,35,30.32907041399181,10.338756749731193
SUMMER,34,239,171.8647323459536,70.59893894816443
SUNNY,39,10,197.13895769094677,2.9539304999231977
SURI,4,62,20.219380275994542,18.314369099523827
SYDNEY,28,338,141.53566193196178,99.84285089740409
SYLVIA,5,127,25.274225344993177,37.514917349024614
SYLVIE,3,51,15.164535206995906,15.065045549608309
TABITHA,4,10,20.219380275994542,2.9539304999231977
TALIA,6,300,30.32907041399181,88.61791499769593
TARAJI,1,12,5.0548450689986355,3.5447165999078374
TATIANA,3,48,15.164535206995906,14.17886639963135
TAYLOR,10,539,50.54845068998635,159.21685394586035
TEAGAN,1,13,5.0548450689986355,3.8401096499001572
TENZIN,3,348,15.164535206995906,102.79678139732728
TERRENCE,1,25,5.0548450689986355,7.384826249807994
TERRY,16,21,80.87752110397817,6.203254049838716
TESS,8,11,40.438760551989084,3.2493235499155175
TESSA,21,81,106.15174644897134,23.9268370493779
THEA,4,26,20.219380275994542,7.6802192998003145
THEO,52,90,262.85194358792904,26.58537449930878
THEODORE,33,732,166.80988727695495,216.2277125943781
THIAGO,1,178,5.0548450689986355,52.57996289863292
THOMAS,12,971,60.65814082798362,286.8266515425425
TIANA,4,90,20.219380275994542,26.58537449930878
TIFFANY,12,302,60.65814082798362,89.20870109768057
TIMOTHY,3,345,15.164535206995906,101.91060224735033
TINA,21,52,106.15174644897134,15.360438599600629
TOBY,280,292,1415.356619319618,86.25477059775737
TOMAS,3,38,15.164535206995906,11.224935899708152
TONY,28,52,141.53566193196178,15.360438599600629
TORI,13,82,65.71298589698226,24.222230099370222
TOVA,2,38,10.109690137997271,11.224935899708152
TRAVIS,8,76,40.438760551989084,22.449871799416304
TRINITY,7,162,35.383915482990446,47.8536740987558
TRISTAN,5,693,25.274225344993177,204.7073836446776
TROY,9,26,45.493605620987715,7.6802192998003145
TYLER,20,1217,101.0969013799727,359.49334184065316
USHER,2,146,10.109690137997271,43.127385298878686
VALENTINA,8,860,40.438760551989084,254.038022993395
VALENTINO,19,36,96.04205631097408,10.634149799723511
VALERIE,1,411,5.0548450689986355,121.40654354684342
VANESSA,2,350,10.109690137997271,103.38756749731192
VERA,9,92,45.493605620987715,27.17616059929342
VERONICA,3,150,15.164535206995906,44.30895749884797
VICKY,2,126,10.109690137997271,37.219524299032294
VICTOR,4,574,20.219380275994542,169.55561069559155
VICTORIA,9,1597,45.493605620987715,471.7427008377347
VIENNA,2,13,10.109690137997271,3.8401096499001572
VINCENT,5,749,25.274225344993177,221.2493944442475
VINCENZO,2,51,10.109690137997271,15.065045549608309
VIOLET,38,472,192.08411262194815,139.42551959637493
VIOLETA,1,22,5.0548450689986355,6.498647099831035
VIRGINIA,4,12,20.219380275994542,3.5447165999078374
VIVIAN,7,466,35.383915482990446,137.65316129642102
VIVIENNE,2,195,10.109690137997271,57.60164474850236
WALKER,6,10,30.32907041399181,2.9539304999231977
WALTER,43,45,217.35833796694132,13.29268724965439
WENDY,11,91,55.603295758984984,26.8807675493011
WESLEY,8,228,40.438760551989084,67.34961539824891
WESTON,1,11,5.0548450689986355,3.2493235499155175
WILLA,15,132,75.82267603497952,38.99188259898621
WILLIAM,10,2049,50.54845068998635,605.2603594342633
WILLOW,50,26,252.74225344993175,7.6802192998003145
WILSON,21,125,106.15174644897134,36.924131249039974
WINNIE,61,118,308.34554920891674,34.85637989909373
WINSTON,115,91,581.307182934843,26.8807675493011
WINTER,30,16,151.64535206995905,4.726288799877117
WOLF,1,50,5.0548450689986355,14.769652499615988
WYATT,10,212,50.54845068998635,62.6233265983718
WYNTER,3,47,15.164535206995906,13.88347334963903
XANDER,8,25,40.438760551989084,7.384826249807994
XAVIER,4,920,20.219380275994542,271.7616059929342
YANDEL,1,45,5.0548450689986355,13.29268724965439
YASMIN,1,34,5.0548450689986355,10.043363699738872
YEHUDA,1,488,5.0548450689986355,144.15180839625205
YONA,2,10,10.109690137997271,2.9539304999231977
YOUSSEF,1,109,5.0548450689986355,32.197842449162856
YUNA,3,11,15.164535206995906,3.2493235499155175
ZACHARIAH,1,10,5.0548450689986355,2.9539304999231977
ZACHARY,7,964,35.383915482990446,284.7589001925963
ZAHRA,1,100,5.0548450689986355,29.539304999231977
ZAIRE,1,125,5.0548450689986355,36.924131249039974
ZANE,2,10,10.109690137997271,2.9539304999231977
ZARA,19,266,96.04205631097408,78.57455129795706
ZARIA,1,13,5.0548450689986355,3.8401096499001572
ZARIAH,1,61,5.0548450689986355,18.018976049531506
ZAYN,2,33,10.109690137997271,9.747970649746552
ZELDA,34,33,171.8647323459536,9.747970649746552
ZEV,3,282,15.164535206995906,83.30084009783418
ZION,7,337,35.383915482990446,99.54745784741176
ZOE,110,1454,556.0329575898498,429.50149468883296
ZOEY,155,669,783.5009856947885,197.61795044486195
ZOYA,1,16,5.0548450689986355,4.726288799877117
ZURI,6,119,30.32907041399181,35.15177294908605
